quote,author,predicted_tags
Fear cannot be without hope nor hope without fear.,Spinoza,"('fear', 'hope', 'inspirational')"
"The eternal wisdom of God ... has shown itself forth in all things, but chiefly in the mind of man, and most of all in Jesus Christ.",Spinoza,"('god', 'knowledge', 'wisdom')"
I do not know how to teach philosophy without becoming a disturber of established religion.,Spinoza,"('education', 'philosophy', 'religion')"
"Laws which can be broken without any wrong to one's neighbor are a laughing-stock; and such laws, instead of restraining the appetites and lusts of mankind, serve rather to heighten them. Nitimur in vetitum semper, cupimusque negata [we always resist prohibitions, and yearn for what is denied us].",Spinoza,"('politics', 'religion', 'society')"
A free man thinks of nothing less than of death; and his wisdom is a meditation not on death but on life.,Spinoza,"('life', 'man', 'wisdom')"
"Peace is not the absence of war, but a virtue based on strength of character.",Spinoza,"('peace', 'philosophy', 'war')"
I can control my passions and emotions if I can understand their nature,Spinoza,"('love', 'nature', 'passion')"
"We are so constituted by Nature that we easily believe the things we hope for, but believe only with difficulty those we fear, and that we regard such things more or less highly than is just. This is the source of the superstitions by which men everywhere are troubled. For the rest, I don",Spinoza,"('belief', 'fear', 'men')"
Pride is over-estimation of oneself by reason of self-love.,Spinoza,"('happiness', 'love', 'self')"
Only free men are thoroughly grateful one to another.,Spinoza,"('freedom', 'hope', 'man')"
"The terms good and bad indicate no positive quality in things regarded in themselves, but are merely modes of thinking or notions, which we form from the comparison of things one with another. Thus one and the same thing can be at the same time good, bad, and indifferent. For instance, music is good for him that is melancholy, bad for him that mourns; for him that is deaf; it is neither good nor bad.",Spinoza,"('good', 'life', 'man')"
"Speculation, like nature, abhors a vacuum.",Spinoza,"('belief', 'science', 'spirituality')"
Everything in nature is a cause from which there flows some effect.,Spinoza,"('life', 'nature', 'science')"
Blessed are the weak who think that they are good because they have no claws.,Spinoza,"('god', 'nature', 'pain')"
"For peace is not mere absence of war, but is a virtue that springs from force of character: for obedience is the constant will to execute what, by the general decree of the commonwealth, ought to be done.",Spinoza,"('education', 'peace', 'war')"
"No to laugh, not to lament, not to detest, but to understand.",Spinoza,"('funny', 'humor', 'spiritual')"
"He who lives according to the guidance of reason strives as much as possible to repay the hatred, anger, or contempt of others towards himself with love or generosity. ...hatred is increased by reciprocal hatred, and, on the other hand, can be extinguished by love, so that hatred passes into love.",Spinoza,"('life', 'love', 'man')"
"He who regulates everything by laws, is more likely to arouse vices than reform them.",Spinoza,"('god', 'politics', 'power')"
In practical life we are compelled to follow what is most probable ; in speculative thought we are compelled to follow truth.,Spinoza,"('belief', 'life', 'truth')"
God is the indwelling and not the transient cause of all things.,Spinoza,"('christianity', 'faith', 'god')"
"The greatest secret of monarchic rule...is to keep men deceived and to cloak in the specious name of religion the fear by which they must be checked, so that they will fight for slavery as they would for salvation, and will think it not shameful, but a most honorable achievement, to give their life and blood that one man may have a ground for boasting.",Spinoza,"('history', 'love', 'religion')"
"I believe that a triangle, if it could speak, would say that God is eminently triangular, and a circle that the divine nature is eminently circular; and thus would every one ascribe his own attributes to God.",Spinoza,"('god', 'philosophy', 'spiritual')"
"All is One (Nature, God)",Spinoza,"('god', 'life', 'nature')"
Surely human affairs would be far happier if the power in men to be silent were the same as that to speak. But experience more than sufficiently teaches that men govern nothing with more difficulty than their tongues.,Spinoza,"('happiness', 'power', 'truth')"
Everything great is just as difficult to realize as it is rare to find.,Spinoza,"('great', 'life', 'world')"
"Everyone endeavors as much as possible to make others love what he loves, and to hate what he hates... This effort to make everyone approve what we love or hate is in truth ambition, and so we see that each person by nature desires that other persons should live according to his way of thinking.",Spinoza,"('life', 'love', 'truth')"
"The mind has greater power over the emotions, and is less subject thereto, insofar as it understands all things to be necessary.",Spinoza,"('mind', 'philosophy', 'soul')"
True virtue is life under the direction of reason.,Spinoza,"('life', 'philosophy', 'truth')"
I call him free who is led solely by reason.,Spinoza,"('freedom', 'god', 'leadership')"
Faith is nothing but obedience and piety.,Spinoza,"('belief', 'faith', 'truth')"
"The more intelligible a thing is, the more easily it is retained in the memory, and counterwise, the less intelligible it is, the more easily we forget it.",Spinoza,"('money', 'science', 'writing')"
"Of all the things that are beyond my power, I value nothing more highly than to be allowed the honor of entering into bonds of friendship with people who sincerely love truth. For, of things beyond our power, I believe there is nothing in the world which we can love with tranquility except such men.",Spinoza,"('love', 'peace', 'power')"
